ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding
-0.893958,-1.0877254,0.1898873,1.6705269,2.0241168,-0.26707256,-0.85724515,-0.2569475,-2.2168536,-1.7462937,-1.6860584,-1.5467166
-0.8986264,-1.0873498,0.19041978,1.6717159,2.0241196,-0.2670123,-0.85618657,-0.25728202,-2.2132053,-1.7462937,-1.6845087,-1.5434707
-0.9115456,-1.0871248,0.19013315,1.6701043,2.024115,-0.26764125,-0.8564431,-0.25701806,-2.2090611,-1.7455922,-1.6832014,-1.5416642
-0.9286484,-1.0871222,0.18948032,1.6731721,2.0241175,-0.266535,-0.8547013,-0.25647026,-2.2093306,-1.7448995,-1.6822394,-1.5397807
-0.9424669,-1.0872333,0.18928684,1.6733406,2.0241182,-0.26603723,-0.8547452,-0.25661042,-2.2074077,-1.7439137,-1.6815501,-1.5374993
-0.9540331,-1.0874566,0.18874821,1.674836,2.0241163,-0.26595274,-0.85397166,-0.2563186,-2.2036526,-1.742833,-1.6810563,-1.5341969
-0.9520156,-1.0869251,0.19004354,1.6738904,2.0241191,-0.26626956,-0.8543719,-0.2566755,-2.201482,-1.7403286,-1.6807023,-1.5315498
-0.94434696,-1.0861204,0.18767524,1.6729094,2.0241168,-0.26735216,-0.8545725,-0.25661638,-2.1973455,-1.7348055,-1.6804488,-1.5300516
-0.942748,-1.0851784,0.18808675,1.6737269,2.0241172,-0.2666712,-0.8543216,-0.25667313,-2.195357,-1.7324411,-1.6802671,-1.526988
-0.9395782,-1.0845554,0.18811902,1.6735255,2.024119,-0.26417434,-0.85460544,-0.25668454,-2.1942239,-1.7272542,-1.6801369,-1.5241107
-0.929084,-1.0838245,0.18766834,1.6752328,2.024116,-0.26488113,-0.85342914,-0.25626367,-2.1902924,-1.7146332,-1.6800437,-1.5222434
-0.92054313,-1.0839181,0.1866589,1.674985,2.0241199,-0.2653675,-0.85315156,-0.2559132,-2.1920173,-1.7048846,-1.6799768,-1.5182356
-0.9208975,-1.084083,0.1876276,1.6735413,2.0241196,-0.26725328,-0.8529405,-0.2561699,-2.1851144,-1.7002366,-1.6799289,-1.5123782
-0.93284607,-1.0840905,0.18789354,1.6744009,2.024115,-0.26695892,-0.85253125,-0.2560932,-2.1846476,-1.6921152,-1.6776668,-1.5079443
-0.93953097,-1.0835118,0.18824558,1.6749675,2.0241191,-0.26682442,-0.852188,-0.25587338,-2.1803238,-1.6836331,-1.6732146,-1.506192
-0.9343105,-1.0824543,0.18748392,1.6766787,2.024119,-0.26716673,-0.851087,-0.25580794,-2.1780179,-1.6782012,-1.6722522,-1.5060618
-0.92871463,-1.0818185,0.18728359,1.6773232,2.0241182,-0.267054,-0.8507439,-0.25562623,-2.176709,-1.6752007,-1.6707141,-1.5029489
-0.9226992,-1.0813485,0.18870138,1.6736468,2.0241187,-0.26687768,-0.852173,-0.25663465,-2.1774132,-1.6723492,-1.6626877,-1.4992038
-0.9141443,-1.0809578,0.18872528,1.671678,2.0241175,-0.2667824,-0.85335577,-0.25679618,-2.1760652,-1.6692392,-1.6538411,-1.4958969
-0.9107707,-1.0814327,0.18844262,1.6726269,2.0241153,-0.26680925,-0.85299295,-0.25685376,-2.1740959,-1.6667877,-1.6452695,-1.4905517
-0.91332924,-1.0823352,0.18922469,1.6725464,2.0241172,-0.2668265,-0.8529647,-0.2568662,-2.1721528,-1.6650312,-1.6377298,-1.4869486
-0.91175735,-1.0828304,0.18844642,1.6735017,2.024118,-0.26562637,-0.8521101,-0.25652203,-2.169312,-1.6623478,-1.6336671,-1.4861157
-0.909509,-1.08288,0.18866494,1.6737967,2.0241177,-0.26466048,-0.8519617,-0.25622532,-2.1651428,-1.6584166,-1.6284685,-1.4861699
-0.91043645,-1.083141,0.18942842,1.6720808,2.024118,-0.26499534,-0.8521731,-0.25677967,-2.163362,-1.656226,-1.621757,-1.4845772
-0.90519893,-1.0833162,0.18934304,1.671516,2.0241191,-0.26522374,-0.8526313,-0.25685072,-2.1585786,-1.6549159,-1.6170458,-1.482503
-0.9047442,-1.0827527,0.18906309,1.6723375,2.0241182,-0.26599976,-0.8523761,-0.25668126,-2.1568573,-1.6515095,-1.6136044,-1.4804095
-0.908445,-1.0821722,0.18879426,1.6739416,2.0241182,-0.26710454,-0.85157925,-0.25659028,-2.1538434,-1.6479712,-1.6107541,-1.4773777
-0.91239476,-1.0816046,0.18774179,1.674444,2.024118,-0.26705995,-0.8511026,-0.25625014,-2.148188,-1.6449125,-1.6087172,-1.4727821
-0.9110879,-1.0810863,0.18702851,1.6749036,2.0241182,-0.2659415,-0.85005665,-0.25624698,-2.1460168,-1.640862,-1.6072323,-1.4692713
-0.9116269,-1.0808773,0.18844713,1.673586,2.0241168,-0.26735097,-0.8510437,-0.25697386,-2.1456072,-1.6379678,-1.6061485,-1.4663237
-0.91017145,-1.0803612,0.18828116,1.6716994,2.0241184,-0.26656437,-0.8519922,-0.25703672,-2.1396132,-1.635569,-1.6053467,-1.4617493
-0.90512663,-1.0800593,0.18872651,1.6714787,2.024119,-0.26602858,-0.8523061,-0.2570232,-2.1364827,-1.6319916,-1.6021266,-1.4589796
-0.8869619,-1.0801965,0.18928751,1.6700754,2.0241191,-0.26619083,-0.8530645,-0.25717035,-2.134637,-1.6279737,-1.5965964,-1.4577678
-0.8672333,-1.0799621,0.18942878,1.6687946,2.0241177,-0.26635408,-0.85251594,-0.257352,-2.1298296,-1.6249034,-1.5926913,-1.4568671
-0.84942585,-1.0795518,0.18840098,1.6716732,2.0241187,-0.26612535,-0.85126376,-0.25679842,-2.129542,-1.6226002,-1.5881703,-1.4535712
-0.8342874,-1.0793868,0.1894314,1.6703953,2.0241158,-0.26748925,-0.852071,-0.25718558,-2.1304562,-1.6209974,-1.5833513,-1.4489251
-0.81792134,-1.0794057,0.18842494,1.671443,2.0241177,-0.26722813,-0.8514788,-0.25672844,-2.1273735,-1.619626,-1.580111,-1.4453238
-0.7956161,-1.078682,0.18687408,1.6738276,2.024118,-0.2669376,-0.8501317,-0.2563111,-2.1234453,-1.6190819,-1.577166,-1.438797
-0.7754248,-1.0777273,0.18740138,1.6750937,2.024121,-0.26688358,-0.8489258,-0.25636196,-2.1228774,-1.6180215,-1.5742009,-1.4321718
-0.759658,-1.0778168,0.18729426,1.6748043,2.024118,-0.26603705,-0.8485547,-0.25626123,-2.1209688,-1.6157674,-1.5713034,-1.4280564
-0.7450314,-1.078317,0.18824992,1.6735637,2.0241182,-0.2669095,-0.8494028,-0.25655505,-2.1136649,-1.6138192,-1.568938,-1.4252415
-0.73211324,-1.0782672,0.18796898,1.6747185,2.0241163,-0.26587,-0.8489535,-0.2561977,-2.11147,-1.6119378,-1.5657065,-1.4233932
-0.7223076,-1.0784311,0.18606767,1.6770378,2.0241168,-0.26647466,-0.8475922,-0.25587058,-2.113043,-1.6113689,-1.5619032,-1.4213325
-0.7143078,-1.0789412,0.18634246,1.675531,2.0241165,-0.26734582,-0.8483305,-0.2562597,-2.112089,-1.6103461,-1.5594184,-1.4190372
-0.7232843,-1.0788329,0.18699947,1.6737648,2.0241175,-0.26746628,-0.84843177,-0.25643063,-2.10974,-1.605953,-1.5570393,-1.4163853
-0.7386436,-1.0789775,0.18677354,1.6755486,2.0241148,-0.26750854,-0.84779763,-0.25615993,-2.1063316,-1.6013117,-1.5532943,-1.4136931
-0.7553499,-1.0792979,0.18814555,1.6750723,2.024114,-0.26730925,-0.8481613,-0.25650424,-2.104937,-1.5988059,-1.5485351,-1.4126588
-0.76945853,-1.0799088,0.18692067,1.6762679,2.0241165,-0.26686633,-0.8475624,-0.25618824,-2.0995317,-1.5964066,-1.5453235,-1.4107891
-0.76051515,-1.0802882,0.18646614,1.6750969,2.024121,-0.2665715,-0.8481088,-0.25614214,-2.100326,-1.592873,-1.5435283,-1.409315
-0.74269974,-1.0790366,0.18830162,1.671609,2.0241172,-0.26536348,-0.84915143,-0.25697622,-2.0954916,-1.588679,-1.539761,-1.404532
-0.7488637,-1.0772476,0.18759753,1.6737169,2.0241199,-0.26487777,-0.8479461,-0.25640827,-2.0952544,-1.5851263,-1.5354184,-1.3996038
-0.7876353,-1.0760006,0.18745483,1.6740831,2.0241156,-0.2660895,-0.8480747,-0.25635904,-2.0913765,-1.5830194,-1.5322471,-1.3956467
-0.82859415,-1.0751675,0.18683276,1.6748878,2.0241163,-0.26616997,-0.8475658,-0.25645602,-2.087934,-1.5819529,-1.5298591,-1.3919897
-0.8527482,-1.07485,0.18629512,1.6738372,2.0241187,-0.2652779,-0.8479526,-0.2563616,-2.0919695,-1.5803068,-1.5281571,-1.388258
-0.8710224,-1.074028,0.18655339,1.6717876,2.0241199,-0.26701984,-0.84858525,-0.2569176,-2.0860765,-1.5788207,-1.5270135,-1.3849604
-0.8843652,-1.0727785,0.18737188,1.6694312,2.0241184,-0.2681191,-0.8495719,-0.25715873,-2.0814033,-1.577756,-1.5260748,-1.3826388
-0.88016653,-1.072502,0.18794692,1.6712404,2.0241177,-0.2678597,-0.84871763,-0.25675845,-2.0819478,-1.5769931,-1.5243951,-1.3800418
-0.8677482,-1.072685,0.18837696,1.67105,2.0241184,-0.26823205,-0.84881145,-0.25687182,-2.0797443,-1.5764464,-1.5218856,-1.3794802
-0.8533485,-1.072448,0.18789779,1.6731211,2.0241182,-0.26812884,-0.8477019,-0.2563785,-2.073273,-1.575967,-1.5193919,-1.3778927
-0.8442224,-1.0724282,0.18915698,1.6727825,2.0241199,-0.26767156,-0.8480218,-0.25676313,-2.0723681,-1.5755559,-1.5167161,-1.3739947
-0.8400208,-1.0726293,0.18792287,1.672415,2.0241172,-0.2673919,-0.84744966,-0.25653124,-2.0710373,-1.5754486,-1.5139458,-1.3685461
-0.8371932,-1.0723343,0.18727838,1.6742913,2.0241175,-0.26773012,-0.8464544,-0.25645956,-2.071792,-1.575232,-1.5114156,-1.3651725
-0.8277008,-1.0719545,0.1873714,1.6728002,2.024115,-0.26716867,-0.8474372,-0.2566074,-2.0697916,-1.574621,-1.5083983,-1.3613042
-0.82004327,-1.0719231,0.18773575,1.6728275,2.0241175,-0.2663765,-0.84743947,-0.25694728,-2.066071,-1.5741653,-1.5054265,-1.3570575
-0.81322885,-1.0722339,0.18605967,1.6740873,2.024118,-0.26695326,-0.8466902,-0.2563163,-2.062911,-1.5737032,-1.5045292,-1.3553307
-0.7905131,-1.0723919,0.18626781,1.6729167,2.0241177,-0.26676425,-0.8463008,-0.2565096,-2.0594492,-1.5726331,-1.5042924,-1.3543057
-0.76350635,-1.0723978,0.1866319,1.6742061,2.024118,-0.26552773,-0.84576607,-0.25666258,-2.0575767,-1.5717198,-1.5026238,-1.3532841
-0.7487423,-1.072582,0.18666491,1.6750671,2.024116,-0.26605517,-0.84567326,-0.2564735,-2.0553992,-1.5709429,-1.4992462,-1.3522221
-0.7399705,-1.072367,0.18655702,1.6735601,2.0241165,-0.2666791,-0.846613,-0.25651774,-2.053284,-1.5696541,-1.4960314,-1.349437
-0.73453724,-1.0717239,0.18624228,1.6735264,2.0241175,-0.26689768,-0.84678423,-0.25647014,-2.0508864,-1.5688759,-1.4930067,-1.3467683
-0.7165602,-1.071056,0.18662745,1.6721727,2.0241199,-0.2677867,-0.84641,-0.25665677,-2.0511448,-1.5683563,-1.4907461,-1.3458314
-0.69271123,-1.0703882,0.18695135,1.6724095,2.0241172,-0.26788738,-0.8462535,-0.25636086,-2.0479176,-1.5679578,-1.4897025,-1.3447078
-0.6839827,-1.0699593,0.1862012,1.6743315,2.0241175,-0.26676697,-0.8453046,-0.25614914,-2.0454202,-1.5674233,-1.4874283,-1.3403208
-0.6843139,-1.0697731,0.188382,1.6742408,2.0241163,-0.26722583,-0.84535885,-0.25688002,-2.0415869,-1.5661777,-1.4839066,-1.3345897
-0.6967714,-1.0697913,0.187578,1.6725433,2.024119,-0.2668828,-0.8463048,-0.25674623,-2.0365,-1.5648482,-1.4785604,-1.3304709
-0.696934,-1.0696511,0.18731979,1.6731583,2.0241199,-0.26742288,-0.84582525,-0.25637951,-2.036422,-1.5638068,-1.4707351,-1.3268545
-0.6839857,-1.0694757,0.1888143,1.6696749,2.0241165,-0.2655472,-0.84720457,-0.25710905,-2.037109,-1.5621253,-1.4645553,-1.3244281
-0.6840499,-1.069261,0.187743,1.6715924,2.0241175,-0.2666756,-0.8463271,-0.25687656,-2.0332568,-1.5597466,-1.4601077,-1.321829
-0.68890303,-1.0691276,0.18677317,1.6726345,2.0241175,-0.2685157,-0.84584737,-0.25671187,-2.0242736,-1.557323,-1.456991,-1.3186207
-0.693177,-1.0691272,0.18657656,1.6730665,2.024119,-0.2677676,-0.84524256,-0.25637314,-2.026376,-1.5553379,-1.4544291,-1.314299
-0.6962534,-1.0687369,0.1871874,1.6755277,2.024118,-0.267678,-0.8437584,-0.2562125,-2.0307684,-1.5525106,-1.4525933,-1.3107607
-0.6973064,-1.0686584,0.1877827,1.6727977,2.0241175,-0.2688688,-0.84453046,-0.25657147,-2.0214746,-1.550409,-1.4512383,-1.3106954
-0.6987658,-1.0690986,0.18767112,1.6728622,2.0241158,-0.2679287,-0.8448645,-0.25667566,-2.0200267,-1.548692,-1.4502566,-1.3076109
-0.6980913,-1.0692316,0.18740605,1.6733919,2.0241196,-0.26888505,-0.8446148,-0.25643072,-2.0189674,-1.5478226,-1.4494843,-1.3020549
-0.7032305,-1.0692703,0.18810916,1.6730251,2.024115,-0.2685807,-0.8447369,-0.25677532,-2.0118697,-1.5465233,-1.4487594,-1.2976363
-0.7159148,-1.069005,0.18774903,1.6743617,2.0241172,-0.26829323,-0.84379554,-0.25669187,-2.0178769,-1.5437311,-1.4481949,-1.2941277
-0.7445787,-1.0689845,0.18762217,1.6710607,2.02412,-0.26631823,-0.8445251,-0.25699416,-2.006588,-1.5415975,-1.447765,-1.2914687
-0.7747955,-1.0690703,0.18600172,1.6739714,2.0241168,-0.26618963,-0.8428409,-0.25630644,-2.0184488,-1.5402994,-1.4472382,-1.2899735
-0.7950269,-1.0689249,0.18672632,1.6725537,2.0241191,-0.26617175,-0.8438076,-0.25660697,-2.0046191,-1.5384129,-1.4465827,-1.2887427
-0.80572283,-1.0688208,0.18523058,1.6737638,2.02412,-0.2658128,-0.8431323,-0.25619745,-2.012598,-1.5366062,-1.4457549,-1.2861433
-0.81034505,-1.068317,0.18570377,1.6757151,2.024115,-0.26564687,-0.8423431,-0.25620386,-1.9983203,-1.5351313,-1.4447068,-1.2830831
-0.8081057,-1.0673516,0.18521827,1.6753396,2.024118,-0.26650614,-0.8422903,-0.25606665,-2.0029607,-1.5331354,-1.4427027,-1.2806416
-0.7858266,-1.0669693,0.186912,1.6716164,2.0241177,-0.26598516,-0.8438969,-0.25676355,-2.000298,-1.531139,-1.4394155,-1.2788563
-0.7555557,-1.0669919,0.1857452,1.6746162,2.0241175,-0.2671623,-0.84222263,-0.25628254,-1.9898987,-1.5288152,-1.4367313,-1.2783582
-0.7368138,-1.0664825,0.18456087,1.6761236,2.0241184,-0.26726216,-0.84155923,-0.25591934,-2.0013819,-1.5275304,-1.4345694,-1.2766559
-0.72799087,-1.0659082,0.18449095,1.6775694,2.0241191,-0.26741967,-0.84093744,-0.2557087,-1.991447,-1.5263464,-1.43216,-1.2733604
-0.7180317,-1.0657291,0.18569197,1.6768279,2.0241184,-0.26788083,-0.8411583,-0.25613222,-1.9783728,-1.5250587,-1.4290097,-1.272794
-0.70954,-1.0656425,0.18617491,1.6727076,2.0241172,-0.26649898,-0.8424695,-0.25663012,-1.9851949,-1.5218236,-1.4261606,-1.2731979
-0.70156026,-1.06494,0.18665498,1.6736542,2.0241177,-0.2664542,-0.84198314,-0.25655442,-1.9932431,-1.515164,-1.4245037,-1.2715847
-0.6961159,-1.0646384,0.18703793,1.673719,2.0241168,-0.26654884,-0.84215367,-0.25639862,-1.9812037,-1.5093696,-1.4220182,-1.2687869
-0.6960025,-1.0658892,0.18788502,1.6735498,2.0241191,-0.2660636,-0.8425898,-0.25668165,-1.9699645,-1.5058352,-1.4186989,-1.2650548
-0.6959724,-1.0669749,0.18739529,1.6752807,2.024118,-0.26500565,-0.84171313,-0.25655732,-1.9639071,-1.5028175,-1.4165809,-1.262577
-0.7148779,-1.0674812,0.18734333,1.6727264,2.0241191,-0.2651642,-0.84200084,-0.2567442,-1.9753475,-1.5003004,-1.4143901,-1.2599568
-0.74338424,-1.0677071,0.18550517,1.67592,2.0241165,-0.26493055,-0.8404021,-0.2561849,-1.9846743,-1.4993323,-1.4114894,-1.2567043
-0.77654797,-1.068174,0.18644369,1.6751025,2.0241158,-0.26503354,-0.84106857,-0.25648138,-1.9806578,-1.4975688,-1.4086156,-1.2538193
-0.8125272,-1.0684277,0.18524231,1.6751876,2.0241187,-0.2662238,-0.84091616,-0.25608844,-1.9742091,-1.4955294,-1.4056628,-1.2511181
-0.8398722,-1.067959,0.18524294,1.6766663,2.0241165,-0.2663154,-0.840015,-0.25596085,-1.9627395,-1.4942929,-1.4030836,-1.2484964
-0.8601127,-1.0670706,0.18504621,1.6760868,2.024118,-0.26627308,-0.83965844,-0.25585914,-1.9521483,-1.4937686,-1.4018322,-1.2453909
-0.87313527,-1.0658777,0.18440059,1.6758876,2.0241187,-0.26602033,-0.8395478,-0.2558881,-1.9420664,-1.493316,-1.3988968,-1.2407581
-0.881632,-1.0649439,0.18348628,1.6782997,2.024119,-0.26548654,-0.8381912,-0.25556257,-1.9345335,-1.4928786,-1.3960956,-1.2371786
-0.8838412,-1.0645274,0.18380131,1.6797452,2.0241187,-0.26579604,-0.83747756,-0.25561097,-1.9282699,-1.4920899,-1.3935157,-1.2348081
-0.8878873,-1.0643245,0.18338579,1.68072,2.0241182,-0.26599708,-0.83696616,-0.25532788,-1.9289997,-1.4912624,-1.3912643,-1.2333528
-0.89856017,-1.0640228,0.1828541,1.6809115,2.0241163,-0.2656884,-0.83688945,-0.25532615,-1.9332134,-1.4907894,-1.3877274,-1.2316492
-0.90258914,-1.0630231,0.18246907,1.6797291,2.0241175,-0.26554322,-0.8369361,-0.2554357,-1.9454446,-1.490267,-1.3842244,-1.2300583
-0.90314627,-1.061866,0.18301374,1.6781098,2.024118,-0.2656608,-0.8377598,-0.25564885,-1.95829,-1.489662,-1.3822113,-1.2289023
-0.9069133,-1.0612671,0.18321909,1.6793367,2.024118,-0.2660933,-0.83738047,-0.25555265,-1.9683461,-1.4890589,-1.3811526,-1.2282313
-0.9084761,-1.0610825,0.18402044,1.6793905,2.02412,-0.2664109,-0.8374386,-0.25554687,-1.9661112,-1.4880157,-1.3800035,-1.2281545
-0.90937245,-1.0609205,0.18476868,1.6785148,2.0241158,-0.26589328,-0.8379853,-0.25579756,-1.9486594,-1.4869263,-1.3777412,-1.2280183
-0.914872,-1.0612847,0.18475617,1.675837,2.0241163,-0.26475617,-0.8384927,-0.2561283,-1.9341807,-1.4852633,-1.3757569,-1.2274817
-0.9235594,-1.0622187,0.18634965,1.67685,2.0241144,-0.2660404,-0.8383229,-0.2563619,-1.9379452,-1.4836646,-1.3744048,-1.2270033
-0.9239338,-1.0629954,0.18616268,1.6771898,2.0241163,-0.26633662,-0.8383106,-0.25612655,-1.9473562,-1.4822835,-1.3733333,-1.2266194
-0.9196568,-1.0635316,0.18646275,1.6764444,2.0241177,-0.26609418,-0.83873636,-0.2562566,-1.9347422,-1.48105,-1.3720623,-1.2263443
-0.9230746,-1.0638798,0.18662076,1.6768168,2.0241175,-0.26545465,-0.83847696,-0.25626725,-1.928603,-1.4805318,-1.370618,-1.226147
-0.9306338,-1.0642985,0.18612213,1.6726474,2.0241227,-0.26615068,-0.83947873,-0.25661397,-1.9414077,-1.4781542,-1.3695482,-1.2260058
-0.93207216,-1.0645986,0.18583658,1.6734135,2.024119,-0.26624578,-0.83913875,-0.2564572,-1.932728,-1.4768598,-1.3683089,-1.2259047
-0.9308677,-1.0649616,0.18572065,1.6743997,2.0241177,-0.26620674,-0.8386599,-0.25652438,-1.9275693,-1.4756473,-1.3659905,-1.2258321
-0.92582184,-1.0654836,0.18650174,1.6729668,2.0241175,-0.26542136,-0.8395716,-0.25645453,-1.9304228,-1.4749122,-1.3648916,-1.2257801
-0.9220668,-1.0655966,0.18731894,1.6744509,2.0241191,-0.26503986,-0.83898264,-0.25655404,-1.9170341,-1.4742606,-1.3637632,-1.2257429
-0.9211414,-1.065389,0.18581747,1.6752119,2.0241227,-0.26539406,-0.838697,-0.2562488,-1.9238856,-1.4725922,-1.3619467,-1.2257162
-0.9219825,-1.0649292,0.18575524,1.6757387,2.0241158,-0.2650735,-0.8376352,-0.25621092,-1.913702,-1.4704982,-1.3599061,-1.2256973
-0.92083424,-1.0639861,0.18562838,1.6765851,2.0241177,-0.26566973,-0.83719915,-0.2560797,-1.9197699,-1.4672579,-1.3582529,-1.2256835
-0.9200383,-1.0632038,0.18550624,1.678492,2.0241165,-0.26533356,-0.8360221,-0.25596887,-1.9100997,-1.4645358,-1.3568939,-1.2256737
-0.92890936,-1.0620518,0.18501921,1.6797675,2.024119,-0.265439,-0.83546734,-0.25573778,-1.9163584,-1.4626282,-1.3553239,-1.2246317
-0.9398532,-1.0610629,0.18551598,1.6786631,2.0241137,-0.26564828,-0.83586514,-0.25596875,-1.9045823,-1.4611007,-1.3520316,-1.2230873
-0.9423485,-1.0598358,0.18696433,1.6742971,2.0241144,-0.2656322,-0.83752805,-0.25642914,-1.9089473,-1.4599317,-1.3491837,-1.2231559
-0.9345564,-1.0576388,0.18699217,1.6737711,2.0241177,-0.26387653,-0.83797556,-0.2564592,-1.9025153,-1.4589329,-1.3471124,-1.2238624
-0.92883205,-1.0559839,0.1868274,1.6745008,2.024119,-0.26378942,-0.8378459,-0.25636113,-1.9016137,-1.4566879,-1.3451947,-1.2238514
-0.9278384,-1.0558137,0.18775938,1.6754596,2.0241187,-0.26323277,-0.8371996,-0.25649953,-1.9068583,-1.4547012,-1.3426527,-1.2205985
-0.9238515,-1.0567796,0.18631612,1.6749725,2.024116,-0.262223,-0.8374387,-0.25615188,-1.8971089,-1.453027,-1.3406568,-1.2180842
-0.91681725,-1.0577072,0.18723945,1.6725621,2.0241203,-0.26214775,-0.83781046,-0.25660002,-1.8948257,-1.4524696,-1.3392369,-1.2186763
-0.9144966,-1.0592996,0.18659563,1.6742971,2.0241165,-0.2635404,-0.83716017,-0.2562992,-1.8957412,-1.4515365,-1.3380898,-1.2171274
-0.912732,-1.0610583,0.18661302,1.6744876,2.0241191,-0.26474854,-0.8370303,-0.25610435,-1.8934469,-1.4511118,-1.3367611,-1.2117163
-0.9124028,-1.0621101,0.18708812,1.6761557,2.0241141,-0.2642034,-0.8363063,-0.25660396,-1.888527,-1.4497057,-1.3359115,-1.2003026
-0.9148871,-1.0630051,0.18543513,1.675512,2.024118,-0.26528114,-0.8366517,-0.25613615,-1.8878053,-1.4482049,-1.3343598,-1.1884103
-0.9100821,-1.0640118,0.18735598,1.6745687,2.0241215,-0.2662217,-0.8369948,-0.2566684,-1.8885539,-1.4465389,-1.3312553,-1.1798867
-0.89330053,-1.064666,0.18707512,1.6742257,2.0241175,-0.26705068,-0.8368587,-0.25653934,-1.8884795,-1.4451848,-1.3295101,-1.1742972
-0.87207735,-1.0646975,0.18718114,1.6742251,2.0241203,-0.2677355,-0.8369783,-0.25633812,-1.8811551,-1.444352,-1.3252871,-1.1694256
-0.8453346,-1.063739,0.18689284,1.676184,2.0241182,-0.26639685,-0.83584833,-0.25615123,-1.8764591,-1.4426494,-1.3220835,-1.163811
-0.8096013,-1.062258,0.18645807,1.6768186,2.0241182,-0.26606026,-0.835288,-0.25610736,-1.8735851,-1.4419543,-1.3209424,-1.1584554
-0.78248715,-1.0608487,0.18674529,1.6754861,2.0241196,-0.2664389,-0.8359332,-0.25610247,-1.8729947,-1.4413719,-1.3177296,-1.1550826
-0.7803993,-1.0596777,0.1859761,1.6747978,2.0241187,-0.26637024,-0.8353578,-0.25624782,-1.8724071,-1.4393233,-1.3152648,-1.1490558
-0.7812696,-1.0582241,0.18532228,1.6763304,2.024118,-0.26528808,-0.8348851,-0.2560438,-1.8701981,-1.4373354,-1.3118647,-1.1443013
-0.7794839,-1.0559163,0.18538894,1.6761589,2.0241158,-0.2652302,-0.83531636,-0.25649363,-1.8692535,-1.4362503,-1.3089336,-1.14108
-0.7839486,-1.0539261,0.18500513,1.6771566,2.0241196,-0.26584968,-0.83473045,-0.25600702,-1.8633735,-1.4358937,-1.3068069,-1.1376657
-0.7904398,-1.0526514,0.1853047,1.676741,2.0241153,-0.2667745,-0.83489114,-0.25617906,-1.8608991,-1.434995,-1.3055333,-1.1322894
-0.80455446,-1.052017,0.18557803,1.6745361,2.024114,-0.26571387,-0.83552843,-0.25644258,-1.8627177,-1.4327649,-1.3039514,-1.1287724
-0.8195775,-1.0521195,0.18641464,1.6758498,2.0241175,-0.26529682,-0.835167,-0.25625318,-1.8580228,-1.4301128,-1.3021055,-1.1283947
-0.8348966,-1.051385,0.18673019,1.6778755,2.0241148,-0.2642993,-0.83432406,-0.2561444,-1.8556335,-1.4283122,-1.3007501,-1.1276115
-0.85360444,-1.0505488,0.1878719,1.6750228,2.0241172,-0.26650226,-0.835847,-0.25663853,-1.8566374,-1.4270648,-1.299512,-1.1251605
-0.86851305,-1.0513953,0.18699136,1.6757591,2.0241191,-0.26574907,-0.8352909,-0.2564361,-1.8512266,-1.4261237,-1.2988424,-1.1247635
-0.8792341,-1.0534996,0.18688412,1.6747255,2.0241249,-0.26498422,-0.8352335,-0.25636488,-1.852693,-1.4256234,-1.2979684,-1.1256939
-0.88496846,-1.055377,0.18742998,1.6752005,2.0241187,-0.2647952,-0.83498204,-0.25651327,-1.8474854,-1.4245517,-1.2967138,-1.1252122
-0.8908845,-1.0572548,0.1869526,1.676432,2.0241191,-0.2649529,-0.83427936,-0.25627255,-1.844926,-1.4219128,-1.2950134,-1.1235899
-0.89709365,-1.0587919,0.18504637,1.6788611,2.0241158,-0.2647549,-0.8328202,-0.25581023,-1.849131,-1.4200497,-1.290467,-1.1183989
-0.89804524,-1.059404,0.18567151,1.6769985,2.0241137,-0.26508558,-0.8339186,-0.25627768,-1.845856,-1.4197005,-1.2855822,-1.1142732
-0.8817454,-1.0594611,0.18543321,1.6768563,2.0241165,-0.2651389,-0.8340838,-0.25609314,-1.8415108,-1.4183757,-1.2829721,-1.1125919
-0.85933584,-1.0597363,0.18638211,1.6742135,2.024119,-0.2653079,-0.8347608,-0.25648063,-1.8373572,-1.417155,-1.2787778,-1.1101108
-0.8471955,-1.0602744,0.18524745,1.6746185,2.0241187,-0.2651264,-0.83448297,-0.25621933,-1.8381466,-1.4165518,-1.2746191,-1.1077827
-0.84235746,-1.0597024,0.18494612,1.6762897,2.0241187,-0.26590583,-0.8336748,-0.25609043,-1.8365079,-1.4154406,-1.272019,-1.1057026
-0.85148454,-1.0578856,0.1849107,1.6776624,2.0241168,-0.26520684,-0.832927,-0.255972,-1.8313389,-1.413735,-1.270682,-1.1034784
-0.86735773,-1.0555354,0.1843903,1.6784885,2.024115,-0.26554003,-0.8324572,-0.25582674,-1.8308673,-1.4127638,-1.2705175,-1.1019036
